tick,timestamp,cell0_load,cell1_load,cell2_load,cell0_throughput,cell1_throughput,cell2_throughput,cell0_ue_count,cell1_ue_count,cell2_ue_count,cell0_avg_sinr,cell1_avg_sinr,cell2_avg_sinr,system_throughput,system_avg_sinr,system_avg_latency_ms,handover_count,handover_rate,packet_loss_rate,is_congested,congestion_level
121,121.0,0.17,0.62,0.32,389.40768758700676,602.1316188886201,400.0540995983713,4,9,7,14.378298123515835,9.088101978767027,7.602180180285651,1391.5934060739985,9.626068578248308,19.631819149289722,0,0.0,0.0,0,0.62
122,122.0,0.17,0.54,0.4,386.4746526677696,584.4747252030838,417.7402277250663,4,8,8,14.259298455786835,10.307944717783236,6.566464578813852,1388.6896055959196,9.601623409796202,19.672681028072088,1,0.05,0.0,0,0.54
123,123.0,0.17,0.54,0.4,383.56976832304537,584.9748494662217,417.3174592246854,4,8,8,14.14106766492003,10.319702971540515,6.5534442786656655,1385.8620770139528,9.577472433066479,19.71780729846875,0,0.0,0.0,0,0.54
124,124.0,0.17,0.54,0.4,380.6928848093496,585.483580603532,416.9209383630225,4,8,8,14.023592772349044,10.33145490034931,6.540243494474086,1383.0974037759042,9.553397912399166,19.769388516433985,0,0.0,0.0,0,0.54
125,125.0,0.17,0.54,0.4,377.84385701782867,586.0008554347295,416.55065671296495,4,8,8,13.906860934440695,10.343200754814012,6.526856980059781,1380.3953691655233,9.529395280837658,19.82762246519421,0,0.0,0.0,0,0.54
126,126.0,0.17,0.54,0.4,375.0225447103645,586.5266086895099,416.2065811936303,4,8,8,13.790859461431449,10.354940784416346,6.513279374117293,1377.755734593505,9.505459955699745,19.892723770761503,0,0.0,0.0,0,0.54
127,127.0,0.17,0.54,0.4,372.2288126825175,587.0607728629608,415.88865397312406,4,8,8,13.675575834295694,10.36667522945875,6.499505203953851,1375.1782395186024,9.48158734022418,19.964924984448807,0,0.0,0.0,0,0.54
128,128.0,0.17,0.54,0.4,369.46253085877,587.6032780456852,415.5967924775772,4,8,8,13.560997719752958,10.378404312557258,6.4855288888272575,1372.6626013820323,9.457772824504397,20.04447775729858,0,0.0,0.0,0,0.54
129,129.0,0.17,0.54,0.4,366.72357432504396,588.1540517273237,415.33088951156265,4,8,8,13.447112983598366,10.390128229675797,6.471344742912205,1370.2085155639304,9.434011785754874,20.131654115061874,0,0.0,0.0,0,0.54
130,130.0,0.17,0.54,0.4,364.01182330306415,588.7130185721991,415.090813493416,4,8,8,13.333909702521112,10.40184714069365,6.456946977923046,1367.8156553686792,9.4102995879509,20.226747843251193,0,0.0,0.0,0,0.54
131,131.0,0.17,0.54,0.4,361.32716307082376,589.2801001658494,414.87640880732056,4,8,8,13.221376174558944,10.41356115949744,6.442329705418988,1365.4836720439935,9.38663158087836,20.330075992772212,0,0.0,0.0,0,0.54
132,132.0,0.17,0.54,0.4,358.66948383311393,589.8552147312621,414.6874962723872,4,8,8,13.109500928320575,10.4252703435892,6.427486938816468,1363.2121948367628,9.363003098626383,20.441980517728112,0,0.0,0.0,0,0.54
133,133.0,0.17,0.54,0.4,356.03868054587656,590.438276813669,414.52387372729015,4,8,8,12.998272731094804,10.436974683201516,6.4124125951312525,1361.000831086836,9.339409457552067,20.562830058201257,0,0.0,0.0,0,0.54
134,134.0,0.17,0.54,0.4,353.4346526979405,591.029196932814,414.38531672746626,4,8,8,12.887680595952144,10.448674089911036,6.397100496472028,1358.8491663582208,9.315845953743652,20.69302188215911,0,0.0,0.0,0,0.54
135,135.0,0.17,0.54,0.4,350.85730405358396,591.6278812016599,414.2715793503186,4,8,8,12.777713787934655,10.46036838474124,6.3815443713042495,1356.7567646055625,9.292307860005128,20.83298400213141,0,0.0,0.0,0,0.54
136,136.0,0.17,0.54,0.4,348.30654235925556,592.2342309105634,414.18239510248924,4,8,8,12.668361829419547,10.472057285745814,6.365737855502411,1354.7231683723082,9.268790422383198,20.983177483968596,0,0.0,0.0,0,0.54
137,137.0,0.17,0.54,0.4,345.7822790177065,592.8481420760099,414.11747792195354,4,8,8,12.559614504733359,10.48374039506375,6.349674493206205,1352.74789901567,9.245288856254655,21.144098966853043,0,0.0,0.0,0,0.54
138,138.0,0.17,0.56,0.38,343.2844287327533,609.344702291383,399.2903470167665,4,9,7,12.451461864086262,9.179761232790616,7.4871544929193075,1351.919478040903,9.241689000094784,21.084313703989444,1,0.05,0.0,0,0.56
139,139.0,0.17,0.56,0.38,340.8129091278496,610.6260927921217,399.92701467587386,4,9,7,12.343894226888764,9.215542770549133,7.503868621109118,1351.366016595845,9.242127109513055,20.9874758959304,0,0.0,0.0,0,0.56
140,140.0,0.17,0.56,0.38,338.36764034163645,611.9330896028519,400.56552282772367,4,9,7,12.23690218450709,9.251269812897625,7.520334440376581,1350.866252772212,9.242568906837153,20.90014825440743,0,0.0,0.0,0,0.56
141,141.0,0.17,0.56,0.38,335.9485446036431,613.26575120956,401.84780500039363,4,9,7,12.130476602508079,9.286948008553649,7.5512878842165625,1351.0621008135972,9.248172683826557,20.816929096474176,0,0.0,0.0,0,0.56
142,142.0,0.17,0.56,0.38,333.5555457933142,614.624128596439,403.2825730179647,4,9,7,12.024608622439654,9.322583099722744,7.58546079512657,1351.462247407718,9.254995397657465,20.741345451261925,0,0.0,0.0,0,0.56
143,143.0,0.17,0.56,0.38,331.1885689855447,616.0082655538861,404.71621122795875,4,9,7,11.919289663188184,9.358180904434477,7.619328661736666,1351.9130457673893,9.261804371240984,20.674316406904573,0,0.0,0.0,0,0.56
144,144.0,0.17,0.56,0.38,328.84753998592225,617.3468362244414,406.14868406818164,4,9,7,11.814511421950687,9.392089668193464,7.65289139271138,1352.3430602785452,9.267854622526182,20.61822378470102,0,0.0,0.0,0,0.56
145,145.0,0.17,0.56,0.38,326.53238485887664,618.7004082625604,407.5799595767723,4,9,7,11.710265874855965,9.425712337851053,7.686148957042962,1352.8127526982094,9.273775861969204,20.570642922270814,0,0.0,0.0,0,0.56
146,146.0,0.17,0.56,0.38,324.243029451933,620.0772003912566,409.0100093630847,4,9,7,11.606545277265688,9.459244094358693,7.719101382506802,1353.3302392062744,9.27965438179193,20.531059920852016,0,0.0,0.0,0,0.56
147,147.0,0.17,0.56,0.38,321.9793989192615,621.4772836189468,410.4388085667866,4,9,7,11.50334216378385,9.492691488889578,7.751748753968337,1353.8954911049948,9.285491666646,20.499280659483098,0,0.0,0.0,0,0.56
148,148.0,0.17,0.56,0.38,319.74141724768714,622.9007226443116,411.86633580464456,4,9,7,11.400649348000341,9.526061051642722,7.784091211534121,1354.5084756966432,9.291289266876234,20.475131056913813,0,0.0,0.0,0,0.56
149,149.0,0.17,0.56,0.38,317.5290067882817,624.3475758146802,413.2925731044294,4,9,7,11.298459921992091,9.559359270270456,7.816128948538398,1355.1691557073914,9.297048788008563,20.458456088801746,0,0.0,0.0,0,0.56
150,150.0,0.17,0.56,0.38,318.64812203320935,620.7211924281819,410.6165017511289,4,9,7,11.342922373212573,9.501452058008864,7.7502729388520475,1349.9858162125201,9.25683342934472,20.483301305050112,0,0.0,0.0,0,0.56
151,151.0,0.17,0.56,0.38,319.71262002072876,617.0289141285471,407.9671568608632,4,9,7,11.385107241583137,9.442220435072775,7.684774752867182,1344.708691010139,9.21569180760289,20.511336359851448,0,0.0,0.0,0,0.56
152,152.0,0.17,0.56,0.38,320.72526059579684,613.2796057202005,405.3446287419889,4,9,7,11.425123927919005,9.381809031458003,7.619636038186571,1339.3494950579864,9.173711463105201,20.542542341020607,0,0.0,0.0,0,0.56
153,153.0,0.17,0.56,0.38,321.68876946199543,609.4815820136978,402.7489876586933,4,9,7,11.463080195354394,9.320353074892061,7.55485798428255,1333.9193391343863,9.1309752172712,20.576902694535512,0,0.0,0.0,0,0.56
154,154.0,0.17,0.56,0.38,322.6058058654349,605.6426016638893,400.1802851789907,4,9,7,11.499080964873771,9.257978279610136,7.490441350535802,1328.4286927083149,9.087560891486849,20.61440328357325,0,0.0,0.0,0,0.56
155,155.0,0.17,0.56,0.38,323.4789339028976,601.7698717031008,397.6385554457866,4,9,7,11.533227247323763,9.194800913617108,7.426386492710098,1322.887361051785,9.043541133040986,20.655032441255162,0,0.0,0.0,0,0.56
156,156.0,0.17,0.56,0.38,324.31059756877517,597.8700606026889,395.1238163735714,4,9,7,11.565615216129508,9.130928008194395,7.362693387926351,1317.3044745450354,8.998983332687601,20.698781018307763,0,0.0,0.0,0,0.56
157,157.0,0.17,0.56,0.38,325.10309954501406,593.9493178909985,392.63607077339657,4,9,7,11.596335420793906,9.066457676670668,7.2993616582012715,1311.6884882094091,8.953949619031025,20.745642426909775,0,0.0,0.0,0,0.56
158,158.0,0.17,0.56,0.38,325.8585836475302,590.0132985886507,390.1753074088003,4,9,7,11.625472137849776,9.001479513376555,7.236390592615979,1306.0471896449812,8.908496916004998,20.795612682011626,0,0.0,0.0,0,0.56
159,159.0,0.17,0.56,0.38,326.5790207717616,586.0671909693256,387.74150198538865,4,9,7,11.653102853277808,8.936075047844112,7.173779168180912,1300.3877137264756,8.86267705104873,20.848690441392637,0,0.0,0.0,0,0.56
160,160.0,0.17,0.56,0.38,327.2661981284225,582.1157463984623,385.3346180767391,4,9,7,11.679297868467595,8.870318233404548,7.111526069462054,1294.7165626036237,8.816536903037285,20.904877045680827,0,0.0,0.0,0,0.56
161,161.0,0.17,0.56,0.38,327.921711526448,578.1633102318578,382.9546079892742,4,9,7,11.704120020523074,8.804275953184849,7.049629707033097,1289.0396297475802,8.770118580499382,20.964176559500938,0,0.0,0.0,0,0.56
162,162.0,0.17,0.64,0.3,328.5469604413878,592.3790382988659,362.4722005703985,4,10,6,11.727624507014944,7.807098132750292,8.249885168670268,1283.3981993106522,8.724039518379215,21.02113421510866,1,0.05,0.0,0,0.64
163,163.0,0.17,0.64,0.3,329.1431456016437,588.5294934959709,360.24250784861215,4,10,6,11.749858805067616,7.750304336208447,8.183711213742285,1277.9151469462263,8.680237293240431,21.05781849375046,0,0.0,0.0,0,0.64
164,164.0,0.17,0.64,0.3,329.7112688293735,584.6900086333576,358.03895272346784,4,10,6,11.77086267484037,7.6933941617413835,8.11793743866224,1272.440230186199,8.636250847437438,21.097689802003494,0,0.0,0.0,0,0.64
165,165.0,0.17,0.64,0.3,330.25213488511906,580.8636081910388,355.8614517001485,4,10,6,11.79066823792786,7.636406839868059,8.05256088404157,1266.9771947763065,8.592105332732073,21.140762198133515,0,0.0,0.0,0,0.64
166,166.0,0.17,0.64,0.3,330.76635508294623,577.0530584980987,353.7099135237856,4,10,6,11.809300121877357,7.5793774122713415,7.987578360452758,1261.5293271048304,8.547822238646969,21.187052738727957,0,0.0,0.0,0,0.64
167,167.0,0.17,0.64,0.3,331.2543524640601,573.2608934587025,351.5842397303165,4,10,6,11.826775662821277,7.522337108625163,7.9229864632154365,1256.0994856530792,8.503419625841467,21.236581547504546,0,0.0,0.0,0,0.64
168,168.0,0.17,0.64,0.3,331.716368339732,569.4894386207554,349.48432515311276,4,10,6,11.843105159088863,7.465313698653181,7.858781586283787,1250.6901321136002,8.458912357029496,21.289371891746672,0,0.0,0.0,0,0.64
169,169.0,0.17,0.64,0.3,332.15247003745,565.7408335568291,347.4100583874871,4,10,6,11.858292169533062,7.408331819088756,7.794959935292724,1245.3033619817663,8.414312324038807,21.345450267120206,0,0.0,0.0,0,0.64
170,170.0,0.17,0.64,0.3,332.56255970632805,562.0170525653435,345.3613222151251,4,10,6,11.872333851145154,7.351413275802723,7.731517539818088,1239.9409344867968,8.369628670075816,21.404846491605376,0,0.0,0.0,0,0.64
171,171.0,0.17,0.64,0.3,332.94638405803755,558.3199237275794,343.33799399041334,4,10,6,11.885221331294348,7.294577321800913,7.668450264903335,1234.6043017760303,8.324868006630327,21.46759380926354,0,0.0,0.0,0,0.64
172,172.0,0.17,0.64,0.3,333.30354493720495,554.6511463750571,341.3399459905702,4,10,6,11.896940110598404,7.23784091210031,7.60575382190278,1229.2946373028321,8.280034624740669,21.53372900454989,0,0.0,0.0,0,0.64
173,173.0,0.17,0.64,0.3,333.6335106298661,551.0123070337995,339.3670457314306,4,10,6,11.907470492985624,7.181218936695146,7.543423778689115,1224.012863395096,8.235130700551434,21.603292527881294,0,0.0,0.0,0,0.64
174,174.0,0.17,0.64,0.3,333.9356278298734,547.4048939187068,337.41915625067287,4,10,6,11.916788039936982,7.12472443294819,7.481455569270388,1218.759677999253,8.190156495242608,21.67632863316949,0,0.0,0.0,0,0.64
175,175.0,0.17,0.64,0.3,334.20913419106773,543.8303100537695,335.49613636023446,4,10,6,11.924864046198048,7.068368778802804,7.419844502859664,1213.5355806050716,8.145110549498911,21.752885528034383,0,0.0,0.0,0,0.64
176,176.0,0.17,0.64,0.3,334.45317139746123,540.2898850933893,333.59784086960065,4,10,6,11.931666034419667,7.012161868227142,7.35858577243793,1208.3408973604514,8.099989872728885,21.833015537418916,0,0.0,0.0,0,0.64
177,177.0,0.17,0.64,0.3,334.666798684867,536.7848859173258,331.7241207816224,4,10,6,11.937158266233931,6.956112270281778,7.297674462849167,1203.1758053838155,8.054790127242427,21.916775281334456,0,0.0,0.0,0,0.64
178,178.0,0.17,0.64,0.3,334.8490067455751,533.31652606761,329.87482346247066,4,10,6,11.941302267205142,6.900227373159079,7.2371055584641235,1198.0403562756555,8.009505807559805,22.004225867471764,0,0.0,0.0,0,0.64
179,179.0,0.17,0.64,0.3,334.99873194314296,529.8859740906141,328.0497927873033,4,10,6,11.944057362927207,6.8445135144821645,7.176873950447498,1192.9344988210603,7.964130414960772,22.095433099418194,0,0.0,0.0,0,0.64
180,180.0,0.17,0.64,0.3,338.26853667029724,530.3033752567528,329.021002215325,4,10,6,12.067984373173271,6.845762655019382,7.203441865773482,1197.5929141423753,7.99751076187639,22.121838407505212,0,0.0,0.0,0,0.64
181,181.0,0.17,0.64,0.3,341.5895843026367,530.7718920503667,330.0024306124971,4,10,6,12.193213006827413,6.847489126020131,7.230047614713563,1202.3639069655005,8.031401448789618,22.15334627264527,0,0.0,0.0,0,0.64
182,182.0,0.17,0.64,0.3,344.96144011648596,531.291073885548,330.9937789232696,4,10,6,12.3197433555444,6.849690687797957,7.256685353689501,1207.2462929253034,8.06579962111471,22.190002680861006,0,0.0,0.0,0,0.64
183,183.0,0.17,0.64,0.3,348.3836030371083,531.8604860298833,331.99473896195803,4,10,6,12.447572472778894,6.852365354390855,7.2833489983349144,1212.2388280289497,8.10070187125168,22.231859973016117,0,0.0,0.0,0,0.64
184,184.0,0.17,0.64,0.3,351.85549341916743,532.479711032922,333.00499340167954,4,10,6,12.576693890789276,6.855511401290533,7.3100322207883615,1217.3401978537686,8.136104145039631,22.278976925553515,0,0.0,0.0,0,0.64
185,185.0,0.17,0.64,0.3,355.3764391184816,533.1483501653397,334.02421580374397,4,10,6,12.707097078369225,6.859127374465596,7.336728448179062,1222.5490050875655,8.172001637360362,22.331418842830228,0,0.0,0.0,0,0.64
186,186.0,0.17,0.64,0.3,358.94565969947564,533.8660248636952,335.052070693051,4,10,6,12.838766833069066,6.863212100687939,7.363430862436069,1227.8637552562216,8.208388675688603,22.389257660593955,0,0.0,0.0,0,0.64
187,187.0,0.17,0.64,0.3,362.5622486124971,534.632378176898,336.08821368521507,4,10,6,12.971682601287323,6.867764699174383,7.390132401555867,1233.2828404746103,8.245258590311417,22.452572060047387,0,0.0,0.0,0,0.64
188,188.0,0.17,0.64,0.3,366.22515316670734,535.4470762117248,337.1322916713332,4,10,6,13.105817719303074,6.8727845945581025,7.416825762468136,1238.8045210497655,8.282603569880106,22.52144759184577,0,0.0,0.0,0,0.64
189,189.0,0.17,0.64,0.3,369.93315211863285,536.309809575942,338.1839430664244,4,10,6,13.241138568120352,6.878271531207394,7.443503405642631,1244.4269047609992,8.320414500920558,22.595976809269352,0,0.0,0.0,0,0.64
190,190.0,0.17,0.64,0.3,373.6848306950924,537.2202948188334,339.2427981276827,4,10,6,13.377603634959183,6.884225588912921,7.4701575615827345,1250.1479236416087,8.358680789923117,22.676259409704137,0,0.0,0.0,0,0.64
191,191.0,0.17,0.64,0.3,377.478552873902,538.1782758700937,340.30847934871497,4,10,6,13.515162474421457,6.890647199967178,7.496780239352515,1255.9653080927105,8.397390166673636,22.762402383453704,0,0.0,0.0,0,0.64
192,192.0,0.17,0.64,0.3,381.3124307587408,539.1835254792933,341.38060193593486,4,10,6,13.653754562866975,6.897537167664979,7.523363237284202,1261.876558173969,8.436528467591144,22.854520168783033,0,0.0,0.0,0,0.64
193,193.0,0.17,0.64,0.3,385.1842909086198,540.2358466592489,342.4587743732176,4,10,6,13.793308040459898,6.904896686257194,7.549898156011711,1267.878911941086,8.47607939802409,22.95273481196855,0,0.0,0.0,0,0.64
194,194.0,0.17,0.64,0.3,389.09163752092536,541.3350741378343,343.54259908078143,4,10,6,13.933738336815852,6.912727362395723,7.576376413972582,1273.9693107395412,8.516024272752805,23.057176130989962,0,0.0,0.0,0,0.64
195,195.0,0.17,0.64,0.3,393.03161242398755,542.4810758238991,344.6316731740415,4,10,6,14.074946678343931,6.921031238113028,7.602789265515767,1280.1443614219284,8.55634173438003,23.16798188134668,0,0.0,0.0,0,0.64
196,196.0,0.17,0.64,0.3,397.0009519152445,543.6737542941219,345.72558932790776,4,10,6,14.216818478412673,6.929810815386451,7.629127821746038,1286.4002955372741,8.597007449899571,23.285297922316293,0,0.0,0.0,0,0.64
197,197.0,0.17,0.64,0.3,400.995940589548,544.913048308784,346.8239367515929,4,10,6,14.359221615570105,6.939069082345064,7.655383074226101,1292.732925649925,8.637993786554384,23.4092783817872,0,0.0,0.0,0,0.64
198,198.0,0.17,0.64,0.3,405.0123624446649,546.1989343656045,347.9263022785387,4,10,6,14.502004610429115,6.948809541185577,7.681545921646467,1299.1375990888082,8.679269469172553,23.54008581759463,0,0.0,0.0,0,0.64
199,199.0,0.17,0.64,0.3,409.0454497333185,547.5314283019841,349.0322715754814,4,10,6,14.644994718706297,6.959036237874082,7.707607199558829,1305.609149610784,8.72079922254595,23.677891373063808,0,0.0,0.0,0,0.64
200,200.0,0.17,0.64,0.3,413.089830258589,548.9105869572097,350.14143047401006,4,10,6,14.787995966479276,6.9697537937217335,7.733557713252467,1312.141847689809,8.762543404132462,23.822874924216237,0,0.0,0.0,0,0.64
201,201.0,0.17,0.64,0.3,417.1394740862742,550.3365099074824,351.2533664271722,4,10,6,14.93078716415797,6.980967438936451,7.759388273833422,1318.7293504209288,8.804457634449847,23.975225215826587,0,0.0,0.0,0,0.64
202,202.0,0.17,0.62,0.32,421.18764097583085,539.6722884640384,364.9010930782111,4,9,7,15.073119948023503,8.08248539099279,6.295216246204153,1325.7610225180804,8.855068101722907,24.00485690262935,1,0.05,0.0,0,0.62
203,203.0,0.17,0.62,0.32,425.2268302088105,541.5908531635416,366.45219818271227,4,9,7,15.214716912399451,8.115745482470606,6.343305907872158,1333.2698815550646,8.915185917346918,23.89887551645545,0,0.0,0.0,0,0.62
204,204.0,0.17,0.62,0.32,429.2487349126883,543.5441253904241,368.01441538205415,4,9,7,15.355269911299086,8.14947820054407,6.391135480979716,1340.8072756851664,8.975216590847548,23.801975498617207,0,0.0,0.0,0,0.62
205,205.0,0.17,0.62,0.32,433.2442034232622,545.5327762185779,369.5873742132212,4,9,7,15.494438625160324,8.183696429667727,6.438701352525416,1348.3643538550614,9.035096591766436,23.713883616644985,0,0.0,0.0,0,0.62
206,206.0,0.17,0.62,0.32,437.20321067474555,547.5575172163393,371.17070385413615,4,9,7,15.631849505071514,8.218413713478778,6.485999727201067,1355.931431745221,9.094755976600128,23.63435079697828,0,0.0,0.0,0,0.62
207,207.0,0.17,0.62,0.32,441.11484301553696,549.6191032651452,372.76403466275286,4,9,7,15.767095222287884,8.253644301462113,6.533026677209264,1363.4979809434349,9.15411831713877,23.563150573393067,0,0.0,0.0,0,0.62
208,208.0,0.17,0.62,0.32,444.96730016815803,551.718335610873,374.3669998477868,4,9,7,15.899734762908514,8.289403199545587,6.579778195058419,1371.052635626818,9.213100760647661,23.500077657562493,0,0.0,0.0,0,0.62
209,209.0,0.17,0.62,0.32,448.74791821969075,553.8560651716058,375.97923726875035,4,9,7,16.029294313909737,8.325706225022632,6.626250249150658,1378.5832206600467,9.271614251244863,23.444946618199708,0,0.0,0.0,0,0.62
210,210.0,0.17,0.62,0.32,448.3279651101334,550.4506007647816,376.73734351320746,4,9,7,16.016652815394785,8.271800745685919,6.635104008792099,1375.5159093881227,9.247927301714856,23.457637869456796,0,0.0,0.0,0,0.62
